Make,Model,Year,HP,Cylinders,Transmission,Drive Mode,Vehicle Style,MPG-H,MPG-C,Popularity,Price,HP_Type,Price_class
Kia,Soul EV,2015,252.58875203767434,0.0,DIRECT_DRIVE,front wheel drive,Wagon,92,120,1720,35700,low,mid
Kia,Soul EV,2015,252.58875203767434,0.0,DIRECT_DRIVE,front wheel drive,Wagon,92,120,1720,33700,low,mid
Kia,Soul EV,2016,252.58875203767434,0.0,DIRECT_DRIVE,front wheel drive,Wagon,92,120,1720,33950,low,mid
Kia,Soul EV,2016,252.58875203767434,0.0,DIRECT_DRIVE,front wheel drive,Wagon,92,120,1720,31950,low,mid
Kia,Soul EV,2016,252.58875203767434,0.0,DIRECT_DRIVE,front wheel drive,Wagon,92,120,1720,35950,low,mid
Kia,Soul,2014,130.0,4.0,AUTOMATIC,front wheel drive,Wagon,30,24,1720,16900,low,low
Kia,Soul,2014,164.0,4.0,AUTOMATIC,front wheel drive,Wagon,31,23,1720,20500,low,low
Kia,Soul,2014,164.0,4.0,AUTOMATIC,front wheel drive,Wagon,31,23,1720,18400,low,low
Kia,Soul,2014,130.0,4.0,MANUAL,front wheel drive,Wagon,30,24,1720,14900,low,low
Kia,Soul,2015,130.0,4.0,MANUAL,front wheel drive,Wagon,30,24,1720,15190,low,low
Kia,Soul,2015,130.0,4.0,AUTOMATIC,front wheel drive,Wagon,30,24,1720,17190,low,low
Kia,Soul,2015,164.0,4.0,AUTOMATIC,front wheel drive,Wagon,31,23,1720,20790,low,low
Kia,Soul,2015,164.0,4.0,AUTOMATIC,front wheel drive,Wagon,31,23,1720,18690,low,low
Kia,Soul,2016,130.0,4.0,AUTOMATIC,front wheel drive,Wagon,30,24,1720,17400,low,low
Kia,Soul,2016,130.0,4.0,MANUAL,front wheel drive,Wagon,30,24,1720,15900,low,low
Kia,Soul,2016,164.0,4.0,AUTOMATIC,front wheel drive,Wagon,31,24,1720,21300,low,low
Kia,Soul,2016,164.0,4.0,AUTOMATIC,front wheel drive,Wagon,31,24,1720,19400,low,low
Chevrolet,Spark EV,2014,140.0,0.0,DIRECT_DRIVE,front wheel drive,4dr Hatchback,109,128,1385,26685,low,low
Chevrolet,Spark EV,2014,140.0,0.0,DIRECT_DRIVE,front wheel drive,4dr Hatchback,109,128,1385,27010,low,low
Chevrolet,Spark EV,2015,140.0,0.0,DIRECT_DRIVE,front wheel drive,4dr Hatchback,109,128,1385,25170,low,low
Chevrolet,Spark EV,2015,140.0,0.0,DIRECT_DRIVE,front wheel drive,4dr Hatchback,109,128,1385,25560,low,low
Chevrolet,Spark EV,2016,140.0,0.0,DIRECT_DRIVE,front wheel drive,4dr Hatchback,109,128,1385,25510,low,low
Chevrolet,Spark EV,2016,140.0,0.0,DIRECT_DRIVE,front wheel drive,4dr Hatchback,109,128,1385,25120,low,low
Chevrolet,Spark,2015,84.0,4.0,MANUAL,front wheel drive,4dr Hatchback,39,31,1385,14040,low,low
Chevrolet,Spark,2015,84.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,39,30,1385,15095,low,low
Chevrolet,Spark,2015,84.0,4.0,MANUAL,front wheel drive,4dr Hatchback,39,31,1385,15440,low,low
Chevrolet,Spark,2015,84.0,4.0,MANUAL,front wheel drive,4dr Hatchback,39,31,1385,12270,low,low
Chevrolet,Spark,2015,84.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,39,30,1385,13580,low,low
Chevrolet,Spark,2015,84.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,39,30,1385,16535,low,low
Chevrolet,Spark,2016,98.0,4.0,MANUAL,front wheel drive,4dr Hatchback,41,30,1385,14685,low,low
Chevrolet,Spark,2016,98.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,41,31,1385,17285,low,low
Chevrolet,Spark,2016,98.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,41,31,1385,15785,low,low
Chevrolet,Spark,2016,98.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,41,31,1385,13760,low,low
Chevrolet,Spark,2016,98.0,4.0,MANUAL,front wheel drive,4dr Hatchback,41,30,1385,12660,low,low
Chevrolet,Spark,2016,98.0,4.0,MANUAL,front wheel drive,4dr Hatchback,41,30,1385,16185,low,low
Chevrolet,Spark,2017,98.0,4.0,MANUAL,front wheel drive,4dr Hatchback,38,29,1385,16325,low,low
Chevrolet,Spark,2017,98.0,4.0,MANUAL,front wheel drive,4dr Hatchback,38,29,1385,13000,low,low
Chevrolet,Spark,2017,98.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,38,30,1385,14100,low,low
Chevrolet,Spark,2017,98.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,38,30,1385,15925,low,low
Chevrolet,Spark,2017,98.0,4.0,MANUAL,front wheel drive,4dr Hatchback,38,29,1385,14825,low,low
Chevrolet,Spark,2017,98.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,38,30,1385,17425,low,low
Kia,Spectra,2007,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,12895,low,low
Kia,Spectra,2007,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,15995,low,low
Kia,Spectra,2007,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,23,1720,15895,low,low
Kia,Spectra,2007,138.0,4.0,MANUAL,front wheel drive,Wagon,30,23,1720,15995,low,low
Kia,Spectra,2007,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,14895,low,low
Kia,Spectra,2007,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,23,1720,16995,low,low
Kia,Spectra,2007,138.0,4.0,AUTOMATIC,front wheel drive,Wagon,32,23,1720,16995,low,low
Kia,Spectra,2008,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,24,1720,15895,low,low
Kia,Spectra,2008,138.0,4.0,AUTOMATIC,front wheel drive,Wagon,32,24,1720,16995,low,low
Kia,Spectra,2008,138.0,4.0,MANUAL,front wheel drive,Wagon,30,23,1720,15995,low,low
Kia,Spectra,2008,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,14895,low,low
Kia,Spectra,2008,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,15995,low,low
Kia,Spectra,2008,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,24,1720,16995,low,low
Kia,Spectra,2008,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,24,1720,13895,low,low
Kia,Spectra,2008,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,12895,low,low
Kia,Spectra,2009,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,13550,low,low
Kia,Spectra,2009,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,15550,low,low
Kia,Spectra,2009,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,24,1720,17450,low,low
Kia,Spectra,2009,138.0,4.0,MANUAL,front wheel drive,Wagon,30,23,1720,16695,low,low
Kia,Spectra,2009,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,24,1720,16550,low,low
Kia,Spectra,2009,138.0,4.0,MANUAL,front wheel drive,Sedan,30,23,1720,16450,low,low
Kia,Spectra,2009,138.0,4.0,AUTOMATIC,front wheel drive,Wagon,32,24,1720,17695,low,low
Kia,Spectra,2009,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,32,24,1720,14550,low,low
Dodge,Spirit,1993,101.0,4.0,MANUAL,front wheel drive,Sedan,29,22,1851,2000,low,low
Dodge,Spirit,1993,101.0,4.0,AUTOMATIC,front wheel drive,Sedan,26,21,1851,2000,low,low
Dodge,Spirit,1994,100.0,4.0,AUTOMATIC,front wheel drive,Sedan,25,19,1851,2000,low,low
Dodge,Spirit,1995,100.0,4.0,AUTOMATIC,front wheel drive,Sedan,26,19,1851,2000,low,low
Kia,Sportage,2015,182.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,21,1720,21900,low,low
Kia,Sportage,2015,260.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,26,20,1720,28100,low,low
Kia,Sportage,2015,182.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,21,1720,25300,low,low
Kia,Sportage,2015,182.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,26,19,1720,26800,low,low
Kia,Sportage,2015,260.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,24,19,1720,29600,low,low
Kia,Sportage,2015,182.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,26,19,1720,23400,low,low
Kia,Sportage,2016,182.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,26,19,1720,23650,low,low
Kia,Sportage,2016,182.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,21,1720,22150,low,low
Kia,Sportage,2016,260.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,25,19,1720,31490,low,mid
Kia,Sportage,2016,182.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,21,1720,25350,low,low
Kia,Sportage,2016,260.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,26,20,1720,29990,low,low
Kia,Sportage,2016,182.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,26,19,1720,26850,low,low
Kia,Sportage,2017,181.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,25,21,1720,27000,low,low
Kia,Sportage,2017,240.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,26,21,1720,32500,low,mid
Kia,Sportage,2017,181.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,29,22,1720,22990,low,low
Kia,Sportage,2017,237.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,23,20,1720,34000,low,mid
Kia,Sportage,2017,181.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,29,22,1720,25500,low,low
Kia,Sportage,2017,181.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,25,21,1720,24490,low,low
Chevrolet,Sportvan,1994,200.0,8.0,AUTOMATIC,rear wheel drive,Passenger Van,16,11,1385,2000,low,low
Chevrolet,Sportvan,1994,155.0,6.0,AUTOMATIC,rear wheel drive,Passenger Van,17,14,1385,2000,low,low
Chevrolet,Sportvan,1995,163.0,6.0,AUTOMATIC,rear wheel drive,Passenger Van,15,13,1385,2000,low,low
Maserati,Spyder,2003,390.0,8.0,MANUAL,rear wheel drive,Convertible,15,10,238,85542,high,high
Maserati,Spyder,2003,390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,10,238,89622,high,high
Maserati,Spyder,2004,390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,10,238,89622,high,high
Maserati,Spyder,2004,390.0,8.0,MANUAL,rear wheel drive,Convertible,15,10,238,85542,high,high
Maserati,Spyder,2005,385.0,8.0,MANUAL,rear wheel drive,Convertible,15,10,238,87252,high,high
Maserati,Spyder,2005,385.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,11,238,91415,high,high
Audi,SQ5,2015,354.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,24,17,3105,52700,high,high
Audi,SQ5,2015,354.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,24,17,3105,60200,high,high
Audi,SQ5,2016,354.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,24,17,3105,53300,high,high
Audi,SQ5,2016,354.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,24,17,3105,60800,high,high
Audi,SQ5,2017,354.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,24,17,3105,60800,high,high
Audi,SQ5,2017,354.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,24,17,3105,53300,high,high
Dodge,SRT Viper,2013,640.0,10.0,MANUAL,rear wheel drive,Coupe,19,12,1851,97395,high,high
Dodge,SRT Viper,2013,640.0,10.0,MANUAL,rear wheel drive,Coupe,19,12,1851,120395,high,high
Dodge,SRT Viper,2014,640.0,10.0,MANUAL,rear wheel drive,Coupe,19,12,1851,107385,high,high
Dodge,SRT Viper,2014,640.0,10.0,MANUAL,rear wheel drive,Coupe,19,12,1851,84885,high,high
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,48065,high,mid
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,50955,high,high
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,42880,high,mid
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,48145,high,mid
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,37505,high,mid
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,45375,high,mid
Cadillac,SRX,2014,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,45255,high,mid
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,48920,high,mid
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,48840,high,mid
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,46030,high,mid
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,51730,high,high
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,43640,high,mid
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,46135,high,mid
Cadillac,SRX,2015,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,37605,high,mid
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,37605,high,mid
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,48840,high,mid
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,51730,high,high
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,48920,high,mid
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,23,16,1624,46135,high,mid
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,43640,high,mid
Cadillac,SRX,2016,308.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,1624,46030,high,mid
Chevrolet,SS,2014,415.0,8.0,AUTOMATIC,rear wheel drive,Sedan,21,14,1385,43475,high,mid
Chevrolet,SS,2015,415.0,8.0,AUTOMATIC,rear wheel drive,Sedan,21,14,1385,45745,high,mid
Chevrolet,SS,2016,415.0,8.0,AUTOMATIC,rear wheel drive,Sedan,20,14,1385,46575,high,mid
Chevrolet,SSR,2004,300.0,8.0,AUTOMATIC,rear wheel drive,Regular Cab Pickup,18,14,1385,41620,high,mid
Chevrolet,SSR,2005,395.0,8.0,AUTOMATIC,rear wheel drive,Regular Cab Pickup,18,14,1385,42555,high,mid
Chevrolet,SSR,2006,395.0,8.0,AUTOMATIC,rear wheel drive,Regular Cab Pickup,18,14,1385,39240,high,mid
Nissan,Stanza,1990,138.0,4.0,MANUAL,front wheel drive,Sedan,26,19,2009,2000,low,low
Nissan,Stanza,1991,138.0,4.0,MANUAL,front wheel drive,Sedan,26,19,2009,2000,low,low
Nissan,Stanza,1992,138.0,4.0,AUTOMATIC,front wheel drive,Sedan,25,18,2009,2000,low,low
Nissan,Stanza,1992,138.0,4.0,MANUAL,front wheel drive,Sedan,26,19,2009,2000,low,low
Dodge,Stealth,1994,320.0,6.0,MANUAL,all wheel drive,Coupe,22,16,1851,2823,high,low
Dodge,Stealth,1994,222.0,6.0,MANUAL,front wheel drive,Coupe,23,17,1851,2350,low,low
Dodge,Stealth,1994,222.0,6.0,MANUAL,front wheel drive,Coupe,23,17,1851,2203,low,low
Dodge,Stealth,1994,164.0,6.0,MANUAL,front wheel drive,Coupe,22,17,1851,2000,low,low
Dodge,Stealth,1995,222.0,6.0,MANUAL,front wheel drive,Coupe,23,17,1851,2575,low,low
Dodge,Stealth,1995,320.0,6.0,MANUAL,all wheel drive,Coupe,22,16,1851,3219,high,low
Dodge,Stealth,1995,164.0,6.0,MANUAL,front wheel drive,Coupe,22,17,1851,2000,low,low
Dodge,Stealth,1996,222.0,6.0,MANUAL,front wheel drive,Coupe,23,17,1851,3044,low,low
Dodge,Stealth,1996,164.0,6.0,MANUAL,front wheel drive,Coupe,22,17,1851,2231,low,low
Dodge,Stealth,1996,320.0,6.0,MANUAL,all wheel drive,Coupe,22,16,1851,3732,high,low
Dodge,Stratus,2004,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,19,1851,21975,low,low
Dodge,Stratus,2004,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,25,19,1851,21450,low,low
Dodge,Stratus,2004,200.0,6.0,MANUAL,front wheel drive,Coupe,26,18,1851,22695,low,low
Dodge,Stratus,2004,200.0,6.0,AUTOMATIC,front wheel drive,Coupe,25,18,1851,23520,low,low
Dodge,Stratus,2004,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,19,1851,19690,low,low
Dodge,Stratus,2004,150.0,4.0,AUTOMATIC,front wheel drive,Sedan,27,20,1851,19970,low,low
Dodge,Stratus,2004,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,25,19,1851,20820,low,low
Dodge,Stratus,2004,200.0,6.0,MANUAL,front wheel drive,Sedan,25,17,1851,22370,low,low
Dodge,Stratus,2004,147.0,4.0,MANUAL,front wheel drive,Coupe,29,21,1851,19850,low,low
Dodge,Stratus,2004,142.0,4.0,AUTOMATIC,front wheel drive,Coupe,26,19,1851,20675,low,low
Dodge,Stratus,2005,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,25,19,1851,21735,low,low
Dodge,Stratus,2005,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,25,19,1851,23335,low,low
Dodge,Stratus,2005,200.0,6.0,MANUAL,front wheel drive,Coupe,27,18,1851,22980,low,low
Dodge,Stratus,2005,150.0,4.0,AUTOMATIC,front wheel drive,Sedan,26,19,1851,20255,low,low
Dodge,Stratus,2005,147.0,4.0,MANUAL,front wheel drive,Coupe,29,21,1851,20135,low,low
Dodge,Stratus,2006,200.0,6.0,AUTOMATIC,front wheel drive,Sedan,25,19,1851,23755,low,low
Dodge,Stratus,2006,150.0,4.0,AUTOMATIC,front wheel drive,Sedan,27,20,1851,20825,low,low
Cadillac,STS-V,2007,469.0,8.0,AUTOMATIC,rear wheel drive,Sedan,19,12,1624,75010,high,high
Cadillac,STS-V,2008,469.0,8.0,AUTOMATIC,rear wheel drive,Sedan,19,13,1624,78775,high,high
Cadillac,STS-V,2009,469.0,8.0,AUTOMATIC,rear wheel drive,Sedan,19,13,1624,81795,high,high
Cadillac,STS,2009,320.0,8.0,AUTOMATIC,rear wheel drive,Sedan,24,15,1624,56345,high,high
Cadillac,STS,2009,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,26,17,1624,46845,high,mid
Cadillac,STS,2010,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,27,18,1624,55945,high,high
Cadillac,STS,2010,320.0,8.0,AUTOMATIC,rear wheel drive,Sedan,24,15,1624,68785,high,high
Cadillac,STS,2010,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,27,18,1624,50385,high,high
Cadillac,STS,2010,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,27,18,1624,46845,high,mid
Cadillac,STS,2010,320.0,8.0,AUTOMATIC,rear wheel drive,Sedan,24,15,1624,56345,high,high
Cadillac,STS,2011,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,27,18,1624,47280,high,mid
Cadillac,STS,2011,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,27,18,1624,50820,high,high
Cadillac,STS,2011,302.0,6.0,AUTOMATIC,rear wheel drive,Sedan,27,18,1624,56380,high,high
Chevrolet,Suburban,2015,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,54205,high,high
Chevrolet,Suburban,2015,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,63785,high,high
Chevrolet,Suburban,2015,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,57205,high,high
Chevrolet,Suburban,2015,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,66785,high,high
Chevrolet,Suburban,2015,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,52000,high,high
Chevrolet,Suburban,2015,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,49000,high,mid
Chevrolet,Suburban,2016,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,54730,high,high
Chevrolet,Suburban,2016,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,57730,high,high
Chevrolet,Suburban,2016,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,64440,high,high
Chevrolet,Suburban,2016,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,52700,high,high
Chevrolet,Suburban,2016,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,49700,high,mid
Chevrolet,Suburban,2016,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,67440,high,high
Chevrolet,Suburban,2017,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,58045,high,high
Chevrolet,Suburban,2017,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,49915,high,mid
Chevrolet,Suburban,2017,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,67730,high,high
Chevrolet,Suburban,2017,355.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,22,15,1385,52915,high,high
Chevrolet,Suburban,2017,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,55045,high,high
Chevrolet,Suburban,2017,355.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,23,16,1385,64730,high,high
GMC,Suburban,1997,255.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,17,12,549,2468,low,low
GMC,Suburban,1997,255.0,8.0,AUTOMATIC,four wheel drive,4dr SUV,15,11,549,2585,low,low
GMC,Suburban,1998,255.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,17,12,549,2790,low,low
GMC,Suburban,1999,255.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,17,12,549,3420,low,low
GMC,Suburban,1999,255.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,17,12,549,3051,low,low
GMC,Suburban,1999,255.0,8.0,AUTOMATIC,rear wheel drive,4dr SUV,17,12,549,3372,low,low
Pontiac,Sunbird,1992,111.0,4.0,MANUAL,front wheel drive,Coupe,32,22,210,2000,low,low
Pontiac,Sunbird,1992,140.0,6.0,MANUAL,front wheel drive,Coupe,26,17,210,2000,low,low
Pontiac,Sunbird,1992,111.0,4.0,MANUAL,front wheel drive,Convertible,32,22,210,2000,low,low
Pontiac,Sunbird,1992,111.0,4.0,MANUAL,front wheel drive,Sedan,32,22,210,2000,low,low
Pontiac,Sunbird,1993,110.0,4.0,MANUAL,front wheel drive,Coupe,32,22,210,2000,low,low
Pontiac,Sunbird,1993,110.0,4.0,MANUAL,front wheel drive,Sedan,32,22,210,2000,low,low
Pontiac,Sunbird,1993,110.0,4.0,MANUAL,front wheel drive,Convertible,32,22,210,2000,low,low
Pontiac,Sunbird,1993,140.0,6.0,MANUAL,front wheel drive,Coupe,26,17,210,2000,low,low
Pontiac,Sunbird,1994,110.0,4.0,MANUAL,front wheel drive,Sedan,32,22,210,2000,low,low
Pontiac,Sunbird,1994,110.0,4.0,MANUAL,front wheel drive,Convertible,32,22,210,2000,low,low
Pontiac,Sunbird,1994,110.0,4.0,MANUAL,front wheel drive,Coupe,32,22,210,2000,low,low
Pontiac,Sunbird,1994,140.0,6.0,MANUAL,front wheel drive,Coupe,26,17,210,2000,low,low
Plymouth,Sundance,1992,100.0,4.0,MANUAL,front wheel drive,4dr Hatchback,29,20,535,2000,low,low
Plymouth,Sundance,1992,93.0,4.0,MANUAL,front wheel drive,4dr Hatchback,29,23,535,2000,low,low
Plymouth,Sundance,1992,93.0,4.0,MANUAL,front wheel drive,2dr Hatchback,29,23,535,2000,low,low
Plymouth,Sundance,1992,100.0,4.0,MANUAL,front wheel drive,2dr Hatchback,29,20,535,2000,low,low
Plymouth,Sundance,1993,100.0,4.0,MANUAL,front wheel drive,2dr Hatchback,29,22,535,2000,low,low
Plymouth,Sundance,1993,93.0,4.0,MANUAL,front wheel drive,4dr Hatchback,29,23,535,2000,low,low
Plymouth,Sundance,1993,100.0,4.0,MANUAL,front wheel drive,4dr Hatchback,29,22,535,2000,low,low
Plymouth,Sundance,1993,93.0,4.0,MANUAL,front wheel drive,2dr Hatchback,29,23,535,2000,low,low
Plymouth,Sundance,1994,100.0,4.0,MANUAL,front wheel drive,4dr Hatchback,27,21,535,2000,low,low
Plymouth,Sundance,1994,100.0,4.0,MANUAL,front wheel drive,2dr Hatchback,27,21,535,2000,low,low
Plymouth,Sundance,1994,93.0,4.0,MANUAL,front wheel drive,2dr Hatchback,30,23,535,2000,low,low
Plymouth,Sundance,1994,93.0,4.0,MANUAL,front wheel drive,4dr Hatchback,30,23,535,2000,low,low
Pontiac,Sunfire,2003,140.0,4.0,MANUAL,front wheel drive,Coupe,30,22,210,14930,low,low
Pontiac,Sunfire,2004,140.0,4.0,MANUAL,front wheel drive,Coupe,33,23,210,10895,low,low
Pontiac,Sunfire,2004,140.0,4.0,MANUAL,front wheel drive,Coupe,33,23,210,14930,low,low
Pontiac,Sunfire,2005,140.0,4.0,MANUAL,front wheel drive,Coupe,32,23,210,15205,low,low
Pontiac,Sunfire,2005,140.0,4.0,MANUAL,front wheel drive,Coupe,32,23,210,10895,low,low
Ferrari,Superamerica,2005,532.0,12.0,MANUAL,rear wheel drive,Convertible,15,9,2774,281170,high,high
Ferrari,Superamerica,2005,532.0,12.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,16,9,2774,294080,high,high
Bentley,Supersports Convertible ISR,2013,631.0,12.0,AUTOMATIC,all wheel drive,Convertible,19,12,520,291900,high,high
Toyota,Supra,1996,320.0,6.0,AUTOMATIC,rear wheel drive,Coupe,22,16,2031,18255,high,low
Toyota,Supra,1996,220.0,6.0,MANUAL,rear wheel drive,Coupe,22,16,2031,14977,low,low
Toyota,Supra,1997,320.0,6.0,MANUAL,rear wheel drive,Coupe,22,15,2031,22001,high,low
Toyota,Supra,1997,220.0,6.0,MANUAL,rear wheel drive,Coupe,22,16,2031,17320,low,low
Toyota,Supra,1998,225.0,6.0,MANUAL,rear wheel drive,Coupe,22,17,2031,20596,low,low
Toyota,Supra,1998,320.0,6.0,MANUAL,rear wheel drive,Coupe,22,15,2031,25279,high,low
Subaru,SVX,1995,230.0,6.0,AUTOMATIC,all wheel drive,Coupe,23,15,640,2000,low,low
Subaru,SVX,1995,230.0,6.0,AUTOMATIC,front wheel drive,Coupe,23,15,640,2000,low,low
Subaru,SVX,1995,230.0,6.0,AUTOMATIC,all wheel drive,Coupe,23,15,640,2230,low,low
Subaru,SVX,1996,230.0,6.0,AUTOMATIC,all wheel drive,Coupe,22,15,640,2472,low,low
Subaru,SVX,1996,230.0,6.0,AUTOMATIC,all wheel drive,Coupe,22,15,640,2283,low,low
Subaru,SVX,1997,230.0,6.0,AUTOMATIC,all wheel drive,Coupe,22,15,640,2749,low,low
